BOROUGH,MONTH,REFUSE_TONS_COLLECTED,MGP_TONS_COLLECTED,PAPER_TONS_COLLECTED,RECYCLABLE_TONS_COLLECTED,TOTAL_WASTE_TONS,CAPTURE_RATE
Manhattan,2009 / 11,2938.8,377.3,667.6,1044.9,3983.7000000000003,0.2622938474282702
Brooklyn,2009 / 11,3149.4,138.2,196.9,335.1,3484.5,0.09616874730951357
Brooklyn,2009 / 12,2193.8,292.7,478.1,770.8,2964.6000000000004,0.26000134925453683
Brooklyn,2009 / 12,4429.9,412.9,814.2,1227.1,5657.0,0.2169170938660067
Bronx,2009 / 12,1816.8,99.6,86.8,186.39999999999998,2003.1999999999998,0.09305111821086262
Brooklyn,2009 / 12,3419.2,409.2,734.4,1143.6,4562.799999999999,0.25063557464714653
Brooklyn,2009 / 12,4443.9,346.3,303.8,650.1,5094.0,0.12762073027090695
Manhattan,2009 / 12,3180.4,519.1,924.3,1443.4,4623.8,0.3121674812924434
Manhattan,2009 / 12,1231.4,215.3,449.7,665.0,1896.4,0.3506644167897068
Brooklyn,2009 / 12,4531.7,382.6,402.1,784.7,5316.4,0.14759987961778648
Queens,2010 / 01,5339.1,570.5,483.3,1053.8,6392.900000000001,0.16483911839697163
Brooklyn,2010 / 01,2008.5,310.8,437.9,748.7,2757.2,0.2715435949514
Bronx,2010 / 01,2256.5,117.5,94.1,211.6,2468.1,0.08573396539848467
Brooklyn,2010 / 01,3977.8,398.6,682.9,1081.5,5059.3,0.21376475006423812
Brooklyn,2010 / 01,5293.8,367.4,656.3,1023.6999999999999,6317.5,0.1620419469726949
Manhattan,2010 / 01,2087.4,149.2,196.3,345.5,2432.9,0.14201159110526532
Brooklyn,2010 / 01,3057.8,349.9,444.9,794.8,3852.6000000000004,0.2063022374500337
Bronx,2010 / 01,4364.6,209.3,185.1,394.4,4759.0,0.08287455347762135
Brooklyn,2010 / 01,1920.8,180.3,183.2,363.5,2284.3,0.15912971150899619
Queens,2010 / 02,2449.2,283.5,310.2,593.7,3042.8999999999996,0.19510992802918273
Brooklyn,2010 / 02,2468.0,293.2,458.3,751.5,3219.5,0.23342133871719212
Brooklyn,2010 / 02,2463.6,183.7,152.6,336.29999999999995,2799.8999999999996,0.12011143255116254
Brooklyn,2010 / 02,1700.8,231.9,356.8,588.7,2289.5,0.2571303778117493
Manhattan,2010 / 02,1103.8,118.8,211.4,330.2,1434.0,0.2302649930264993
Brooklyn,2010 / 03,3684.1,375.8,482.9,858.7,4542.8,0.18902439024390244
Staten Island,2010 / 03,6576.0,686.9,1062.2,1749.1,8325.1,0.21009957838344281
Brooklyn,2010 / 03,2498.7,412.2,654.0,1066.2,3564.8999999999996,0.29908272321804263
Brooklyn,2010 / 03,5497.9,358.9,560.6,919.5,6417.4,0.1432823261757098
Brooklyn,2010 / 03,4805.3,361.8,359.5,721.3,5526.6,0.13051424022002675
Queens,2010 / 03,3823.7,404.2,475.4,879.5999999999999,4703.299999999999,0.18701762592222482
Manhattan,2010 / 03,2411.2,323.5,524.7,848.2,3259.3999999999996,0.2602319445296681
Bronx,2010 / 03,2960.3,285.9,396.2,682.0999999999999,3642.4,0.18726663738194593
Brooklyn,2010 / 03,2363.5,181.3,203.8,385.1,2748.6,0.1401076911882413
Queens,2010 / 03,3293.7,210.5,278.9,489.4,3783.1,0.1293648066400571
Brooklyn,2010 / 04,4804.1,309.8,442.7,752.5,5556.6,0.13542454018644495
Queens,2010 / 04,2794.7,287.4,426.7,714.0999999999999,3508.7999999999997,0.20351687186502507
Brooklyn,2010 / 04,3273.9,231.3,180.2,411.5,3685.4,0.11165680794486352
Manhattan,2010 / 04,2913.8,271.4,342.3,613.7,3527.5,0.17397590361445783
Bronx,2010 / 04,4348.0,192.8,177.3,370.1,4718.1,0.07844259341684152
Brooklyn,2010 / 04,2726.1,195.5,222.0,417.5,3143.6,0.1328095177503499
Manhattan,2010 / 05,2131.0,289.9,492.8,782.7,2913.7,0.26862751827573195
Brooklyn,2010 / 05,3982.4,232.5,227.1,459.6,4442.0,0.10346690679873931
Manhattan,2010 / 05,2882.8,263.9,338.4,602.3,3485.1000000000004,0.17282143984390688
Bronx,2010 / 05,4208.7,189.0,172.4,361.4,4570.099999999999,0.0790792324019168
Brooklyn,2010 / 06,4902.2,434.9,673.9,1108.8,6011.0,0.18446181999667277
Manhattan,2010 / 06,5979.9,642.5,1242.6,1885.1,7865.0,0.2396821360457724
Queens,2010 / 06,6485.5,654.3,649.3,1303.6,7789.1,0.1673620829107342
Brooklyn,2010 / 06,5335.0,429.5,698.4,1127.9,6462.9,0.17451917869686984
Queens,2010 / 06,3019.0,296.4,390.0,686.4,3705.4,0.18524315863334592
Bronx,2010 / 07,4534.8,258.8,208.3,467.1,5001.900000000001,0.0933845138847238
Brooklyn,2010 / 07,3854.4,384.9,391.1,776.0,4630.4,0.16758811333794058
Manhattan,2010 / 07,5124.5,621.7,1141.8,1763.5,6888.0,0.25602497096399535
Manhattan,2010 / 07,2239.5,130.5,180.0,310.5,2550.0,0.12176470588235294
Bronx,2010 / 07,2580.8,255.7,327.0,582.7,3163.5,0.18419472103682633
Brooklyn,2010 / 07,2273.7,381.7,551.6,933.3,3207.0,0.2910196445275959
Manhattan,2010 / 07,1270.7,161.8,276.6,438.40000000000003,1709.1000000000001,0.256509273886841
Queens,2010 / 07,5079.7,401.0,429.7,830.7,5910.4,0.14054886302111533
Manhattan,2010 / 07,5369.4,628.1,1163.3,1791.4,7160.799999999999,0.25016757904144793
Manhattan,2010 / 07,2170.0,362.9,480.8,843.7,3013.7,0.27995487274778513
Queens,2010 / 07,4366.0,392.7,443.3,836.0,5202.0,0.16070742022299117
Brooklyn,2010 / 07,3462.4,244.8,193.1,437.9,3900.3,0.11227341486552316
Brooklyn,2010 / 08,4920.1,402.0,647.6,1049.6,5969.700000000001,0.17582123054759868
Queens,2010 / 08,3104.4,329.6,555.6,885.2,3989.6000000000004,0.22187687988770805
Manhattan,2010 / 08,1182.0,168.5,339.9,508.4,1690.4,0.30075721722669185
Queens,2010 / 08,3214.8,189.8,240.5,430.3,3645.1000000000004,0.11804888754766672
Bronx,2010 / 08,3705.0,240.6,184.0,424.6,4129.6,0.10281867493219682
Manhattan,2010 / 08,2241.9,116.1,157.8,273.9,2515.8,0.10887192940615309
Queens,2010 / 08,7035.1,564.8,501.2,1066.0,8101.1,0.13158706842280676
Bronx,2010 / 08,2292.3,129.2,108.8,238.0,2530.3,0.09405999288621902
Manhattan,2010 / 09,5362.6,602.8,1330.6,1933.3999999999999,7296.0,0.2649945175438596
Manhattan,2010 / 09,1217.6,190.1,432.3,622.4,1840.0,0.3382608695652174
Brooklyn,2010 / 09,4629.0,416.6,673.3,1089.9,5718.9,0.19057860777422234
Brooklyn,2010 / 09,2781.0,208.6,234.7,443.29999999999995,3224.3,0.13748720652544735
Staten Island,2010 / 09,4425.0,474.9,674.2,1149.1,5574.1,0.20614987172817134
Brooklyn,2010 / 09,2268.7,283.1,467.6,750.7,3019.3999999999996,0.24862555474597606
Brooklyn,2010 / 10,4541.4,390.7,684.6,1075.3,5616.7,0.1914469350330265
Brooklyn,2010 / 10,4801.4,414.5,694.5,1109.0,5910.4,0.18763535462912834
Brooklyn,2010 / 10,2344.6,281.9,468.2,750.0999999999999,3094.7,0.2423821372023136
Brooklyn,2010 / 10,2125.6,161.3,175.5,336.8,2462.4,0.13677712800519817
Bronx,2010 / 10,2621.1,229.4,329.1,558.5,3179.6,0.17565102528619952
Queens,2010 / 10,3279.0,314.0,580.8,894.8,4173.8,0.21438497292635006
Manhattan,2010 / 10,5386.3,632.1,1385.6,2017.6999999999998,7404.0,0.27251485683414367
Queens,2010 / 10,5385.0,531.3,597.0,1128.3,6513.3,0.1732301598268159
Brooklyn,2010 / 10,3340.0,220.6,182.1,402.7,3742.7,0.10759612044780506
Queens,2010 / 11,6779.7,495.0,875.5,1370.5,8150.2,0.16815538268999533
Queens,2010 / 11,2872.0,161.8,223.5,385.3,3257.3,0.1182881527645596
Manhattan,2010 / 11,2752.6,163.5,231.1,394.6,3147.2,0.12538129130655823
Manhattan,2010 / 11,2266.6,276.1,438.9,715.0,2981.6,0.23980413200965925
Manhattan,2010 / 11,2176.2,112.7,165.4,278.1,2454.2999999999997,0.11331133113311333
Queens,2010 / 11,3898.2,297.9,487.7,785.5999999999999,4683.799999999999,0.16772705922541528
Manhattan,2010 / 11,1236.2,178.1,377.2,555.3,1791.5,0.30996371755512137
Queens,2010 / 12,3031.4,306.6,396.9,703.5,3734.9,0.18835845671905538
Bronx,2010 / 12,3482.0,201.7,181.6,383.29999999999995,3865.3,0.09916435981683179
Brooklyn,2010 / 12,3803.2,241.7,410.3,652.0,4455.2,0.1463458430597953
Brooklyn,2010 / 12,3949.2,405.0,594.9,999.9,4949.099999999999,0.20203673395162758
Bronx,2010 / 12,3006.1,211.1,214.4,425.5,3431.6,0.1239946380697051
Bronx,2010 / 12,1413.8,72.5,72.9,145.4,1559.2,0.09325295023088763
Brooklyn,2011 / 01,5702.7,335.1,629.0,964.1,6666.8,0.14461210775784483
Manhattan,2011 / 01,5604.3,397.5,421.9,819.4,6423.7,0.12755888350950387
Bronx,2011 / 01,2216.0,82.5,83.9,166.4,2382.4,0.06984553391537945
Brooklyn,2011 / 01,2308.1,375.0,542.7,917.7,3225.8,0.28448756897513794
Staten Island,2011 / 01,5102.3,579.1,862.2,1441.3000000000002,6543.6,0.2202610183996577
Bronx,2011 / 01,2524.5,120.3,105.9,226.2,2750.7,0.08223361326207874
Brooklyn,2011 / 01,2702.7,211.8,220.2,432.0,3134.7,0.13781223083548666
Queens,2011 / 02,4200.0,541.2,565.0,1106.2,5306.2,0.2084731069315141
Manhattan,2011 / 02,2959.8,279.1,334.7,613.8,3573.6000000000004,0.17175957018132973
Manhattan,2011 / 02,1154.6,217.7,395.8,613.5,1768.1,0.34698263672869184
Staten Island,2011 / 02,4589.5,525.8,693.1,1218.9,5808.4,0.2098512499139178
Brooklyn,2011 / 02,2184.2,398.7,614.6,1013.3,3197.5,0.316903831118061
Queens,2011 / 02,3982.5,292.3,362.2,654.5,4637.0,0.1411472935087341
Manhattan,2011 / 02,1241.6,161.7,258.9,420.59999999999997,1662.1999999999998,0.2530381422211527
Manhattan,2011 / 02,2234.8,297.9,445.4,743.3,2978.1000000000004,0.24958866391323323
Brooklyn,2011 / 03,3367.2,228.7,192.3,421.0,3788.2,0.11113457578797319
Brooklyn,2011 / 03,5074.2,300.0,503.7,803.7,5877.9,0.13673250650742613
Staten Island,2011 / 03,5528.0,577.6,929.7,1507.3000000000002,7035.3,0.21424814862194932
Queens,2011 / 03,6294.3,509.2,890.7,1399.9,7694.200000000001,0.18194224220841673
Brooklyn,2011 / 03,3420.1,321.9,440.4,762.3,4182.4,0.18226377199693955
Brooklyn,2011 / 03,6333.4,380.6,754.5,1135.1,7468.5,0.1519850036821316
Brooklyn,2011 / 03,4800.7,398.6,709.9,1108.5,5909.2,0.18758884451363975
Manhattan,2011 / 03,2723.5,183.0,240.8,423.8,3147.3,0.13465510119785212
Bronx,2011 / 03,3219.2,248.7,336.9,585.5999999999999,3804.7999999999997,0.15391084945332212
Brooklyn,2011 / 03,4238.6,232.6,266.1,498.70000000000005,4737.3,0.10527093492073544
Queens,2011 / 03,4313.0,285.1,363.4,648.5,4961.5,0.130706439584803
Bronx,2011 / 03,4629.3,237.7,214.2,451.9,5081.2,0.08893568448398016
Bronx,2011 / 03,1969.4,99.8,111.0,210.8,2180.2000000000003,0.09668837721309971
Bronx,2011 / 04,3710.3,239.7,182.9,422.6,4132.900000000001,0.1022526555203368
Queens,2011 / 04,4967.1,554.8,747.9,1302.6999999999998,6269.8,0.207773772688124
Queens,2011 / 04,6319.9,512.2,871.0,1383.2,7703.099999999999,0.17956407160753465
Brooklyn,2011 / 04,5341.3,492.6,673.6,1166.2,6507.5,0.17920860545524395
Queens,2011 / 04,3125.8,323.4,528.4,851.8,3977.6000000000004,0.21414923572003214
Staten Island,2011 / 04,5429.0,501.1,698.0,1199.1,6628.1,0.18091157345242223
Bronx,2011 / 04,4543.1,186.5,176.4,362.9,4906.0,0.07397064818589481
Manhattan,2011 / 04,3061.9,249.8,328.5,578.3,3640.2,0.15886489753310257
Staten Island,2011 / 04,4395.2,436.1,638.3,1074.4,5469.6,0.196431183267515
Bronx,2011 / 04,3097.2,243.4,319.2,562.6,3659.7999999999997,0.15372424722662442
Brooklyn,2011 / 04,4987.3,353.2,492.3,845.5,5832.8,0.14495611027293923
Bronx,2011 / 05,2090.3,80.7,92.3,173.0,2263.3,0.07643706092873237
Manhattan,2011 / 05,5278.8,353.6,393.2,746.8,6025.6,0.12393786510886881
Brooklyn,2011 / 05,3546.2,302.1,416.3,718.4000000000001,4264.6,0.16845659616376682
Manhattan,2011 / 05,2183.3,289.1,418.0,707.1,2890.4,0.2446374204262386
Bronx,2011 / 05,4349.6,366.6,357.6,724.2,5073.8,0.1427332571248374
Brooklyn,2011 / 05,2791.7,198.6,244.2,442.79999999999995,3234.5,0.13689905704127375
Bronx,2011 / 05,2292.6,129.1,109.4,238.5,2531.1,0.09422780609221287
Queens,2011 / 05,3289.0,176.9,243.9,420.8,3709.8,0.11342929537980484
Queens,2011 / 06,4464.4,396.5,467.0,863.5,5327.9,0.16207136019820192
Brooklyn,2011 / 06,2443.3,368.6,592.0,960.6,3403.9,0.2822057052204824
Brooklyn,2011 / 06,2369.7,161.4,175.4,336.8,2706.5,0.1244411601699612
Brooklyn,2011 / 06,5307.4,310.9,477.0,787.9,6095.299999999999,0.12926353091726414
Manhattan,2011 / 06,2268.9,134.5,189.9,324.4,2593.3,0.12509158215401225
Brooklyn,2011 / 06,3617.2,238.6,203.3,441.9,4059.1,0.10886649749944569
Bronx,2011 / 06,3948.0,223.7,179.8,403.5,4351.5,0.0927266459841434
Bronx,2011 / 06,1770.4,89.7,74.9,164.60000000000002,1935.0,0.08506459948320415
Queens,2011 / 07,3693.2,316.6,471.9,788.5,4481.7,0.1759377022112145
Brooklyn,2011 / 07,4659.4,377.5,624.1,1001.6,5661.0,0.17692987104751812
Queens,2011 / 07,4978.2,532.2,664.6,1196.8000000000002,6175.0,0.19381376518218627
Queens,2011 / 07,6540.6,530.5,847.2,1377.7,7918.3,0.173989366404405
Manhattan,2011 / 07,5060.2,356.0,362.9,718.9,5779.099999999999,0.12439653233202402
Queens,2011 / 07,3973.4,371.9,412.2,784.0999999999999,4757.5,0.16481345244351023
Manhattan,2011 / 07,1114.6,188.1,357.2,545.3,1659.8999999999999,0.3285137658895114
Brooklyn,2011 / 07,2174.8,353.1,521.7,874.8000000000001,3049.6000000000004,0.2868572927597062
Bronx,2011 / 07,3092.8,251.6,301.0,552.6,3645.4,0.15158830306687882
Bronx,2011 / 07,2186.1,113.2,88.4,201.60000000000002,2387.7,0.08443271767810027
Queens,2011 / 08,4118.7,329.9,517.6,847.5,4966.2,0.170653618460795
Manhattan,2011 / 08,3088.6,311.4,462.9,774.3,3862.8999999999996,0.20044526133215979
Brooklyn,2011 / 08,3757.5,328.2,565.0,893.2,4650.7,0.1920571096824134
Brooklyn,2011 / 08,2224.4,105.3,95.9,201.2,2425.6,0.0829485488126649
Queens,2011 / 09,5881.9,563.5,593.9,1157.4,7039.299999999999,0.1644197576463569
Brooklyn,2011 / 09,5006.6,280.8,476.6,757.4000000000001,5764.0,0.13140180430256768
Manhattan,2011 / 09,5904.3,643.8,1225.6,1869.3999999999999,7773.7,0.24047750749321428
Bronx,2011 / 09,4588.1,167.9,169.4,337.3,4925.400000000001,0.0684817476753157
Bronx,2011 / 09,2052.6,76.0,91.3,167.3,2219.9,0.07536375512410469
Manhattan,2011 / 10,3027.7,234.3,314.6,548.9000000000001,3576.6,0.15346977576469276
Queens,2011 / 10,6528.3,532.7,470.7,1003.4000000000001,7531.700000000001,0.1332235750229032
Brooklyn,2011 / 10,5405.2,437.9,607.5,1045.4,6450.6,0.16206244380367718
Manhattan,2011 / 10,5947.9,652.0,1060.8,1712.8,7660.7,0.22358270131972274
Manhattan,2011 / 10,1235.9,191.1,375.7,566.8,1802.7,0.31441726299439726
Brooklyn,2011 / 10,4247.9,256.7,216.5,473.2,4721.099999999999,0.10023087839698376
Bronx,2011 / 10,2727.5,257.9,341.1,599.0,3326.5,0.18006914174056818
Manhattan,2011 / 11,2644.8,162.9,228.5,391.4,3036.2000000000003,0.12891113892365455
Brooklyn,2011 / 11,5999.6,292.9,622.1,915.0,6914.6,0.13232869580308332
Queens,2011 / 11,6825.0,495.7,858.3,1354.0,8179.0,0.16554591025797774
Queens,2011 / 11,4933.2,326.4,362.2,688.5999999999999,5621.799999999999,0.12248745953253407
Manhattan,2011 / 11,3055.5,227.2,302.1,529.3,3584.8,0.14765119392992634
Manhattan,2011 / 11,2925.8,136.6,194.7,331.29999999999995,3257.1000000000004,0.10171625065242083
Bronx,2011 / 11,1716.3,64.5,52.3,116.8,1833.1,0.06371720037095631
Bronx,2011 / 11,4670.2,173.8,173.8,347.6,5017.8,0.06927338674319423
Manhattan,2011 / 11,2209.6,133.2,194.4,327.6,2537.2,0.1291187135424878
Queens,2011 / 11,2971.1,161.7,217.4,379.1,3350.2,0.11315742343740673
Queens,2011 / 11,5297.5,491.6,709.1,1200.7,6498.2,0.1847742451755871
Brooklyn,2011 / 11,4457.6,271.7,244.5,516.2,4973.8,0.10378382725481523
Queens,2011 / 12,2831.2,299.1,542.9,842.0,3673.2,0.22922792115866275
Queens,2011 / 12,4315.4,306.3,439.7,746.0,5061.4,0.14739005018374363
Queens,2011 / 12,3584.5,330.7,598.9,929.5999999999999,4514.1,0.20593252254048422
Queens,2011 / 12,6190.8,563.9,1047.3,1611.1999999999998,7802.0,0.2065111509869264
Bronx,2011 / 12,1985.8,77.5,93.2,170.7,2156.5,0.07915603987943426
Queens,2011 / 12,3508.5,367.9,505.1,873.0,4381.5,0.19924683327627524
Queens,2012 / 01,4111.8,283.2,350.4,633.5999999999999,4745.4,0.13351877607788595
Queens,2012 / 01,2586.2,353.4,545.0,898.4,3484.6,0.25782012282614936
Bronx,2012 / 01,3670.0,400.5,354.8,755.3,4425.3,0.17067769416762704
Manhattan,2012 / 01,2174.2,307.1,376.0,683.1,2857.2999999999997,0.23907185104819237
Bronx,2012 / 01,4309.2,229.9,180.7,410.6,4719.8,0.08699521166151108
Queens,2012 / 01,2640.2,286.9,430.2,717.0999999999999,3357.2999999999997,0.21359425729008427
Bronx,2012 / 01,2208.9,126.4,103.6,230.0,2438.9,0.0943048095452868
Queens,2012 / 02,2860.0,270.1,423.9,694.0,3554.0,0.1952729319077096
Bronx,2012 / 02,2297.1,235.7,289.8,525.5,2822.6,0.18617586622263163
Queens,2012 / 02,5013.2,464.9,405.2,870.0999999999999,5883.299999999999,0.14789318919653935
Brooklyn,2012 / 02,4146.2,265.1,396.1,661.2,4807.4,0.13753796230810836
Manhattan,2012 / 02,2346.7,171.9,221.5,393.4,2740.1,0.14357140250355827
Queens,2012 / 02,2885.8,304.1,347.7,651.8,3537.6000000000004,0.18424920850293983
Manhattan,2012 / 02,1990.6,275.5,379.4,654.9,2645.5,0.24755244755244754
Manhattan,2012 / 02,1211.0,148.9,203.0,351.9,1562.9,0.22515835945997822
Bronx,2012 / 02,4093.9,203.2,165.4,368.6,4462.5,0.08259943977591037
Manhattan,2012 / 02,2016.0,297.5,376.6,674.1,2690.1,0.2505854800936768
Bronx,2012 / 02,3442.0,344.6,316.3,660.9000000000001,4102.9,0.16108118647785716
Queens,2012 / 02,2372.0,241.0,370.7,611.7,2983.7,0.2050139089050508
Brooklyn,2012 / 03,2263.5,277.0,428.7,705.7,2969.2,0.23767344739323726
Staten Island,2012 / 03,3948.5,425.2,578.0,1003.2,4951.7,0.20259708786881275
Brooklyn,2012 / 03,3160.2,312.8,520.1,832.9000000000001,3993.1,0.2085848087951717
Bronx,2012 / 03,4532.8,171.8,182.4,354.20000000000005,4887.0,0.07247800286474321
Bronx,2012 / 03,3852.7,370.7,349.2,719.9,4572.599999999999,0.1574377815684731
Queens,2012 / 03,2697.9,273.9,422.0,695.9,3393.8,0.20505038599799633
Manhattan,2012 / 04,1145.3,180.2,290.3,470.5,1615.8,0.2911870280975368
Manhattan,2012 / 04,2070.9,263.5,373.8,637.3,2708.2,0.23532235433129015
Brooklyn,2012 / 04,4530.8,289.6,447.2,736.8,5267.6,0.13987394638924747
Bronx,2012 / 04,2518.6,246.5,289.8,536.3,3054.8999999999996,0.17555402795508857
Bronx,2012 / 04,3404.2,205.8,156.8,362.6,3766.7999999999997,0.09626207921843476
Brooklyn,2012 / 05,4891.6,383.5,648.9,1032.4,5924.0,0.17427413909520595
Queens,2012 / 05,6469.6,599.0,599.5,1198.5,7668.1,0.15629686623805114
Brooklyn,2012 / 05,5030.8,364.1,501.6,865.7,5896.5,0.14681590774188077
Brooklyn,2012 / 05,6287.1,324.3,683.5,1007.8,7294.900000000001,0.13815131119000945
Queens,2012 / 05,3064.5,274.5,439.4,713.9,3778.4,0.1889424094854965
Brooklyn,2012 / 05,2891.8,202.1,246.2,448.29999999999995,3340.1000000000004,0.13421753839705394
Brooklyn,2012 / 06,5961.1,502.8,664.1,1166.9,7128.0,0.1637065095398429
Queens,2012 / 06,3914.7,340.6,542.9,883.5,4798.2,0.18413154933099912
Manhattan,2012 / 06,2966.3,351.0,500.0,851.0,3817.3,0.22293243915856756
Queens,2012 / 06,5038.0,367.2,424.1,791.3,5829.3,0.13574528674111813
Staten Island,2012 / 06,5701.7,550.2,682.5,1232.7,6934.4,0.17776592062759577
Queens,2012 / 06,4148.8,399.7,477.4,877.0999999999999,5025.9,0.17451600708330844
Queens,2012 / 06,2935.3,282.2,461.3,743.5,3678.8,0.2021039469392193
Bronx,2012 / 06,2001.4,87.0,89.7,176.7,2178.1,0.08112575180202929
Brooklyn,2012 / 07,2861.8,210.7,223.2,433.9,3295.7000000000003,0.1316564007646327
Brooklyn,2012 / 07,2271.2,321.1,477.8,798.9000000000001,3070.1,0.26021953682290483
Bronx,2012 / 07,2254.3,126.6,99.7,226.3,2480.6000000000004,0.0912279287269209
Manhattan,2012 / 07,2249.6,291.9,354.3,646.2,2895.8,0.2231507700808067
Manhattan,2012 / 07,1271.2,142.8,215.8,358.6,1629.8000000000002,0.2200269971775678
Brooklyn,2012 / 07,4670.4,360.1,314.2,674.3,5344.7,0.1261623664564896
Bronx,2012 / 07,2488.8,248.6,304.1,552.7,3041.5,0.18171954627650833
Brooklyn,2012 / 08,2913.6,200.2,221.6,421.79999999999995,3335.3999999999996,0.12646159381183666
Bronx,2012 / 08,4315.5,237.8,191.7,429.5,4745.0,0.0905163329820864
Brooklyn,2012 / 09,3213.8,309.9,523.9,833.8,4047.6000000000004,0.20599861646407744
Brooklyn,2012 / 09,4524.6,379.8,647.2,1027.0,5551.6,0.1849917141004395
Brooklyn,2012 / 09,2291.6,257.5,428.3,685.8,2977.3999999999996,0.23033519177806142
Queens,2012 / 09,3682.7,342.3,383.9,726.2,4408.9,0.16471228651137473
Brooklyn,2012 / 09,2205.6,323.2,564.9,888.0999999999999,3093.7,0.2870672657335876
Queens,2012 / 09,2966.6,197.5,233.3,430.8,3397.4,0.1268028492376523
Brooklyn,2012 / 10,4807.4,266.2,413.2,679.4,5486.799999999999,0.12382445141065831
Queens,2012 / 10,4968.9,469.2,623.9,1093.1,6062.0,0.18032002639392938
Queens,2012 / 10,6534.4,452.9,785.2,1238.1,7772.5,0.15929237697008683
Brooklyn,2012 / 10,6213.3,332.8,616.5,949.3,7162.6,0.13253567140423866
Manhattan,2012 / 10,2155.7,264.9,470.7,735.5999999999999,2891.2999999999997,0.2544184276968837
Manhattan,2012 / 10,1221.8,180.5,357.2,537.7,1759.5,0.3055981813015061
Brooklyn,2012 / 10,1898.9,84.7,84.1,168.8,2067.7000000000003,0.08163660105431154
Bronx,2012 / 10,2001.2,77.4,74.7,152.10000000000002,2153.3,0.0706357683555473
Brooklyn,2012 / 10,4856.4,311.8,460.9,772.7,5629.099999999999,0.13726883516014995
Manhattan,2012 / 10,1333.9,136.8,267.4,404.2,1738.1000000000001,0.2325527875266095
Manhattan,2012 / 11,6270.0,766.2,1546.1,2312.3,8582.3,0.2694266105822449
Manhattan,2012 / 11,5273.9,418.5,436.5,855.0,6128.9,0.13950301032811763
Bronx,2012 / 11,2123.4,95.6,90.0,185.6,2309.0,0.08038111736682546
Bronx,2012 / 11,2894.2,270.7,347.4,618.0999999999999,3512.2999999999997,0.17598155055092105
Brooklyn,2012 / 11,5524.3,297.8,472.6,770.4000000000001,6294.700000000001,0.12238867618790411
Queens,2012 / 11,4534.8,384.3,439.6,823.9000000000001,5358.700000000001,0.15374997667344692
Bronx,2012 / 11,2329.6,135.3,106.8,242.10000000000002,2571.7,0.09414006299335072
Manhattan,2012 / 12,5179.9,341.1,370.0,711.1,5891.0,0.12070955695128162
Bronx,2012 / 12,2527.8,225.7,332.4,558.0999999999999,3085.9,0.18085485595774325
Queens,2012 / 12,3343.9,116.8,192.2,309.0,3652.9,0.08459032549481234
Manhattan,2012 / 12,2859.4,134.8,195.2,330.0,3189.4,0.10346773687840972
Brooklyn,2012 / 12,4888.2,336.6,515.4,852.0,5740.2,0.14842688408069404
Bronx,2012 / 12,4026.3,240.2,249.5,489.7,4516.0,0.10843666961913197
Bronx,2012 / 12,3072.6,236.7,345.5,582.2,3654.8,0.15929736237277006
Manhattan,2012 / 12,2984.3,360.8,587.3,948.0999999999999,3932.4,0.24109958295188685
Manhattan,2012 / 12,1342.9,132.5,255.0,387.5,1730.4,0.22393666204345813
Manhattan,2013 / 01,2426.8,188.4,272.4,460.79999999999995,2887.6000000000004,0.15957888904280368
Brooklyn,2013 / 01,4622.4,294.9,506.9,801.8,5424.2,0.14781903322148887
Brooklyn,2013 / 01,3958.1,308.9,262.7,571.5999999999999,4529.7,0.12618937236461575
Staten Island,2013 / 01,3954.9,462.4,696.0,1158.4,5113.3,0.22654645727807873
Brooklyn,2013 / 01,4787.1,404.7,528.1,932.8,5719.900000000001,0.16307977412192518
Brooklyn,2013 / 02,3846.0,312.2,526.6,838.8,4684.8,0.17904713114754098
Bronx,2013 / 02,3582.9,198.5,155.9,354.4,3937.3,0.09001092118964772
Manhattan,2013 / 02,2189.4,176.6,269.8,446.4,2635.8,0.16936034600500793
Bronx,2013 / 02,3264.1,191.7,148.3,340.0,3604.1,0.09433700507755056
Brooklyn,2013 / 02,4305.9,362.4,492.7,855.0999999999999,5161.0,0.16568494477814374
Bronx,2013 / 03,4512.3,177.4,189.2,366.6,4878.900000000001,0.07513988808952837
Queens,2013 / 03,3223.2,307.8,464.8,772.6,3995.7999999999997,0.19335302067170532
Bronx,2013 / 03,2318.3,252.1,311.4,563.5,2881.8,0.19553751127767366
Queens,2013 / 03,3763.5,433.5,532.4,965.9,4729.4,0.20423309510720178
Brooklyn,2013 / 03,5924.4,356.1,686.2,1042.3000000000002,6966.7,0.14961172434581654
Bronx,2013 / 03,4051.7,218.0,182.5,400.5,4452.2,0.08995552760433044
Brooklyn,2013 / 03,2991.3,320.9,513.2,834.1,3825.4,0.218042557641031
Queens,2013 / 03,2544.3,298.5,477.8,776.3,3320.6000000000004,0.2337830512557971
Queens,2013 / 03,2583.7,268.0,403.7,671.7,3255.3999999999996,0.20633409104871908
Brooklyn,2013 / 04,4769.6,377.0,633.4,1010.4,5780.0,0.17480968858131488
Manhattan,2013 / 04,2948.7,318.6,393.2,711.8,3660.5,0.19445430952055728
Queens,2013 / 04,3532.3,300.2,449.2,749.4,4281.7,0.17502393908961394
Queens,2013 / 04,4143.1,444.1,509.8,953.9000000000001,5097.0,0.18714930351186976
Manhattan,2013 / 04,1313.7,147.8,219.3,367.1,1680.8000000000002,0.21840790099952404
