BOROUGH,MONTH,REFUSE_TONS_COLLECTED,MGP_TONS_COLLECTED,PAPER_TONS_COLLECTED,RECYCLABLE_TONS_COLLECTED,TOTAL_WASTE_TONS,CAPTURE_RATE
Queens,2012 / 12,4161.0,252.2,374.9,627.0999999999999,4788.1,0.1309705311083728
Brooklyn,2013 / 01,2164.6,142.2,173.9,316.1,2480.7,0.12742371104930061
Manhattan,2013 / 01,2232.2,152.9,206.8,359.70000000000005,2591.8999999999996,0.13877850225703156
Bronx,2013 / 01,2207.1,157.2,133.6,290.79999999999995,2497.8999999999996,0.11641779094439329
Bronx,2013 / 01,1983.8,115.7,113.1,228.8,2212.6,0.10340775558166863
Brooklyn,2013 / 02,3405.1,264.3,253.5,517.8,3922.8999999999996,0.1319941879731831
Brooklyn,2013 / 02,4079.3,331.1,605.8,936.9,5016.2,0.18677484948766
Bronx,2013 / 02,4127.2,163.4,156.0,319.4,4446.599999999999,0.07183016237124995
Queens,2013 / 02,3554.7,241.3,291.0,532.3,4087.0,0.1302422314656227
Queens,2013 / 02,2356.3,235.3,305.0,540.3,2896.6000000000004,0.1865290340399088
Manhattan,2013 / 02,5015.9,611.3,1201.7,1813.0,6828.9,0.2654893174596202
Manhattan,2013 / 02,1177.1,187.2,319.2,506.4,1683.5,0.3008019008019008
Staten Island,2013 / 02,4394.8,476.0,773.2,1249.2,5644.0,0.22133238837703756
Bronx,2013 / 02,2087.9,225.3,267.4,492.7,2580.6,0.19092459118034566
Brooklyn,2013 / 02,4116.5,234.7,409.2,643.9,4760.4,0.13526174271069658
Queens,2013 / 02,3173.8,307.6,352.5,660.1,3833.9,0.17217454811027935
Queens,2013 / 02,4833.7,458.0,380.3,838.3,5672.0,0.14779619181946402
Manhattan,2013 / 02,1182.9,138.7,240.0,378.7,1561.6000000000001,0.24250768442622947
Manhattan,2013 / 03,2803.7,235.7,325.3,561.0,3364.7,0.16673106071863764
Manhattan,2013 / 03,1977.7,259.2,367.0,626.2,2603.9,0.24048542570759246
Queens,2013 / 03,5625.9,524.0,448.8,972.8,6598.7,0.1474229772530953
Bronx,2013 / 03,3510.3,373.2,333.6,706.8,4217.1,0.16760332930212704
Queens,2013 / 03,4212.1,328.3,354.6,682.9000000000001,4895.0,0.13950970377936672
Brooklyn,2013 / 04,4246.8,308.5,295.5,604.0,4850.8,0.1245155438278222
Brooklyn,2013 / 04,4083.4,209.2,229.4,438.6,4522.0,0.09699248120300752
Manhattan,2013 / 04,1256.5,181.9,294.3,476.20000000000005,1732.7,0.2748311883188088
Brooklyn,2013 / 04,3331.3,321.2,526.7,847.9000000000001,4179.200000000001,0.20288571975497702
Brooklyn,2013 / 04,4776.4,288.8,453.5,742.3,5518.7,0.13450631489300016
Queens,2013 / 04,2753.5,250.2,339.2,589.4,3342.9,0.17631397888061262
Bronx,2013 / 04,4532.1,192.8,185.2,378.0,4910.1,0.07698417547504123
Brooklyn,2013 / 04,2328.7,323.8,522.5,846.3,3175.0,0.2665511811023622
Queens,2013 / 04,4675.6,326.6,337.2,663.8,5339.400000000001,0.12432108476607856
Bronx,2013 / 04,1967.7,94.5,92.5,187.0,2154.7,0.08678702371559846
Manhattan,2013 / 05,2226.4,273.8,413.5,687.3,2913.7,0.2358856436832893
Bronx,2013 / 05,4228.1,410.0,363.7,773.7,5001.8,0.15468431364708704
Brooklyn,2013 / 05,3540.6,336.3,526.2,862.5,4403.1,0.1958847175853376
Brooklyn,2013 / 05,5059.4,266.1,413.0,679.1,5738.5,0.11834102988585868
Bronx,2013 / 06,2734.1,295.5,354.2,649.7,3383.8,0.19200307346769904
Brooklyn,2013 / 06,3360.2,246.1,209.6,455.7,3815.8999999999996,0.11942136848449908
Queens,2013 / 06,2829.8,275.1,386.8,661.9000000000001,3491.7000000000003,0.1895638227797348
Queens,2013 / 06,6184.9,655.4,578.4,1233.8,7418.7,0.16630946122636042
Brooklyn,2013 / 06,2336.1,147.4,175.5,322.9,2659.0,0.12143663031214741
Queens,2013 / 06,7336.9,623.6,505.0,1128.6,8465.5,0.13331758313153386
Brooklyn,2013 / 06,4864.4,388.0,654.9,1042.9,5907.299999999999,0.17654427572664333
Brooklyn,2013 / 06,4192.9,221.7,245.5,467.2,4660.099999999999,0.10025535932705308
Staten Island,2013 / 06,5615.8,610.3,649.9,1260.1999999999998,6876.0,0.18327515997673063
Queens,2013 / 06,4336.7,406.7,469.8,876.5,5213.2,0.1681308984884524
Bronx,2013 / 06,1551.8,84.0,75.6,159.6,1711.3999999999999,0.09325698258735539
Brooklyn,2013 / 07,2999.9,233.4,242.6,476.0,3475.9,0.13694295002733103
Manhattan,2013 / 07,5275.7,569.5,890.9,1460.4,6736.1,0.21680200709609418
Queens,2013 / 07,4099.6,199.8,242.3,442.1,4541.700000000001,0.09734240482638659
Queens,2013 / 07,4018.1,364.9,497.7,862.5999999999999,4880.7,0.17673694347122337
Queens,2013 / 07,5233.5,391.4,379.0,770.4,6003.9,0.12831659421376107
Brooklyn,2013 / 07,3282.2,177.7,214.8,392.5,3674.7,0.10681144038969168
Queens,2013 / 07,4497.2,492.4,574.9,1067.3,5564.5,0.19180519363824242
Manhattan,2013 / 07,3081.9,163.5,202.9,366.4,3448.3,0.1062552562132065
Manhattan,2013 / 07,2628.5,178.2,219.7,397.9,3026.4,0.1314763415278879
Queens,2013 / 07,4661.2,307.9,365.9,673.8,5335.0,0.12629803186504215
Bronx,2013 / 07,2306.5,153.3,124.8,278.1,2584.6,0.10759885475508785
Brooklyn,2013 / 08,4592.8,290.8,253.2,544.0,5136.8,0.10590250739760161
Brooklyn,2013 / 08,4858.4,264.9,421.4,686.3,5544.7,0.12377585802658395
Queens,2013 / 08,5712.1,639.2,561.5,1200.7,6912.8,0.17369228098599698
Queens,2013 / 08,3729.4,331.3,505.1,836.4000000000001,4565.8,0.1831880502869158
Staten Island,2013 / 08,5736.5,627.3,819.2,1446.5,7183.0,0.20137825421133232
Manhattan,2013 / 08,1995.5,232.6,334.9,567.5,2563.0,0.22142021069059695
Brooklyn,2013 / 08,3480.4,310.1,417.5,727.6,4208.0,0.1729087452471483
Manhattan,2013 / 08,5053.0,395.1,432.2,827.3,5880.3,0.14069010084519495
Manhattan,2013 / 08,1270.1,200.5,327.4,527.9,1798.0,0.2936040044493882
Manhattan,2013 / 08,2284.9,332.7,401.2,733.9,3018.8,0.24310984497151183
Bronx,2013 / 08,3045.0,260.2,308.0,568.2,3613.2,0.15725672534041849
Bronx,2013 / 08,1566.9,104.7,86.8,191.5,1758.4,0.10890582347588716
Bronx,2013 / 09,2385.9,264.5,311.9,576.4,2962.3,0.19457853694764202
Brooklyn,2013 / 09,2215.2,333.7,545.5,879.2,3094.3999999999996,0.28412616339193386
Manhattan,2013 / 09,2743.2,146.0,199.5,345.5,3088.7,0.11185935830608347
Bronx,2013 / 09,2294.1,250.6,315.5,566.1,2860.2,0.19792322215229707
Manhattan,2013 / 09,5365.2,586.4,1034.1,1620.5,6985.7,0.23197388951715647
Queens,2013 / 09,4027.5,443.6,544.9,988.5,5016.0,0.19706937799043062
Brooklyn,2013 / 09,3102.4,226.4,188.5,414.9,3517.3,0.11795979870923719
Brooklyn,2013 / 09,5992.4,329.3,643.3,972.5999999999999,6965.0,0.1396410624551328
Brooklyn,2013 / 09,1817.6,99.0,89.2,188.2,2005.8,0.09382789909263137
Brooklyn,2013 / 09,4691.7,365.8,617.4,983.2,5674.9,0.17325415425822482
Queens,2013 / 09,3893.3,371.4,408.6,780.0,4673.3,0.16690561273618212
Manhattan,2013 / 10,1352.5,159.3,256.7,416.0,1768.5,0.23522759400621995
Bronx,2013 / 10,2416.4,270.5,335.2,605.7,3022.1000000000004,0.20042354654048508
Brooklyn,2013 / 10,4670.1,379.5,617.8,997.3,5667.400000000001,0.17597134488477958
Brooklyn,2013 / 10,2191.4,147.9,164.6,312.5,2503.9,0.12480530372618714
Bronx,2013 / 10,3690.3,381.2,337.1,718.3,4408.6,0.16293154289343553
Brooklyn,2013 / 10,2651.5,207.8,240.2,448.0,3099.5,0.14453944184545894
Brooklyn,2013 / 10,1839.8,105.0,94.3,199.3,2039.1,0.09773919866607818
Queens,2013 / 10,2883.7,276.4,418.4,694.8,3578.5,0.19415956406315493
Queens,2013 / 10,4031.8,377.6,414.4,792.0,4823.8,0.16418591152203657
Queens,2013 / 10,4730.2,357.4,370.4,727.8,5458.0,0.13334554781971417
Brooklyn,2013 / 11,5225.2,417.7,558.5,976.2,6201.4,0.157416067339633
Queens,2013 / 11,6135.1,518.1,427.3,945.4000000000001,7080.5,0.13352164395169833
Staten Island,2013 / 11,4170.4,416.3,541.3,957.5999999999999,5128.0,0.18673946957878312
Queens,2013 / 11,4483.7,334.6,359.4,694.0,5177.7,0.13403634818548776
Queens,2013 / 11,6510.4,482.4,805.1,1287.5,7797.9,0.16510855486733608
Manhattan,2013 / 11,5634.9,666.5,1155.0,1821.5,7456.4,0.24428678718952848
Bronx,2013 / 12,4359.2,216.1,226.0,442.1,4801.3,0.0920792285422698
Bronx,2013 / 12,2501.6,295.6,390.7,686.3,3187.8999999999996,0.2152827880422849
Brooklyn,2013 / 12,4987.7,314.8,532.5,847.3,5835.0,0.14520994001713794
Brooklyn,2014 / 01,4727.0,434.6,516.0,950.6,5677.6,0.1674298999577286
Bronx,2014 / 01,2221.9,311.2,356.3,667.5,2889.4,0.23101682010105903
Queens,2014 / 01,4407.7,630.5,695.3,1325.8,5733.5,0.23123746402720852
Queens,2014 / 01,5371.9,620.1,472.4,1092.5,6464.4,0.16900253697172204
Bronx,2014 / 01,3344.9,446.9,368.6,815.5,4160.4,0.19601480626862802
Manhattan,2014 / 01,1301.6,174.5,245.9,420.4,1722.0,0.2441347270615563
Brooklyn,2014 / 01,4128.6,427.7,622.9,1050.6,5179.200000000001,0.20284986098239105
Bronx,2014 / 02,3079.3,194.8,148.0,342.8,3422.1000000000004,0.10017240875485812
Staten Island,2014 / 02,2923.3,379.6,471.1,850.7,3774.0,0.22541070482246955
Brooklyn,2014 / 02,2205.7,188.0,199.9,387.9,2593.6,0.1495604565083282
Queens,2014 / 02,3438.8,490.2,405.2,895.4,4334.2,0.20658945134050113
Brooklyn,2014 / 02,3480.0,238.7,197.3,436.0,3916.0,0.11133810010214505
Bronx,2014 / 02,3062.4,185.4,145.6,331.0,3393.4,0.09754228797076678
Queens,2014 / 02,3399.9,257.8,281.6,539.4000000000001,3939.3,0.13692788058792174
Queens,2014 / 02,2228.7,262.2,345.9,608.0999999999999,2836.7999999999997,0.21436125211505921
Queens,2014 / 02,2636.5,329.2,325.9,655.0999999999999,3291.6,0.19902175233928787
Bronx,2014 / 02,1877.9,112.8,89.5,202.3,2080.2000000000003,0.09725026439765407
Brooklyn,2014 / 03,4831.9,440.7,535.9,976.5999999999999,5808.5,0.1681329086683309
Queens,2014 / 03,3302.9,360.3,361.7,722.0,4024.9,0.17938333871648984
Bronx,2014 / 03,3706.3,242.0,174.8,416.8,4123.1,0.10108898644224006
Manhattan,2014 / 03,2735.9,156.1,190.8,346.9,3082.8,0.11252757233683663
Staten Island,2014 / 03,3728.3,413.8,541.5,955.3,4683.6,0.20396703390554272
Manhattan,2014 / 03,2208.6,311.5,380.8,692.3,2900.8999999999996,0.23865007411492986
Bronx,2014 / 03,2136.0,119.5,101.5,221.0,2357.0,0.09376325837929571
Brooklyn,2014 / 03,3065.0,322.2,384.3,706.5,3771.5,0.18732599761368157
Bronx,2014 / 03,2294.6,262.5,306.4,568.9,2863.5,0.19867295268028634
Manhattan,2014 / 03,2732.9,345.9,455.4,801.3,3534.2,0.22672740648520173
Bronx,2014 / 03,1544.5,90.2,77.9,168.10000000000002,1712.6,0.09815485227140022
Brooklyn,2014 / 04,2364.7,364.3,556.4,920.7,3285.3999999999996,0.2802398490290376
Brooklyn,2014 / 04,2160.1,159.6,177.3,336.9,2497.0,0.13492190628754505
Brooklyn,2014 / 04,4077.1,237.0,275.0,512.0,4589.1,0.11156871717766009
Manhattan,2014 / 04,2484.0,206.8,243.3,450.1,2934.1,0.15340308782931736
Bronx,2014 / 04,3484.3,247.9,192.6,440.5,3924.8,0.11223501834488381
Manhattan,2014 / 04,2292.4,316.4,399.0,715.4,3007.8,0.23784826118757893
Manhattan,2014 / 04,1300.5,165.8,269.1,434.90000000000003,1735.4,0.2506050478275902
Queens,2014 / 05,4448.7,381.9,416.8,798.7,5247.4,0.15220871288638185
Brooklyn,2014 / 05,5115.7,294.9,451.5,746.4,5862.099999999999,0.12732638474266902
Manhattan,2014 / 05,2421.6,382.8,512.4,895.2,3316.8,0.2698986975397974
Manhattan,2014 / 05,3145.4,288.2,354.9,643.0999999999999,3788.5,0.16975056090801105
Brooklyn,2014 / 05,2310.1,158.5,168.1,326.6,2636.7,0.12386695490575342
Manhattan,2014 / 05,2185.2,272.6,432.7,705.3,2890.5,0.2440062272963155
Brooklyn,2014 / 06,5780.2,490.0,607.0,1097.0,6877.2,0.15951259233408946
Staten Island,2014 / 06,4817.6,543.0,619.8,1162.8,5980.400000000001,0.19443515483914117
Bronx,2014 / 06,1516.6,98.7,79.3,178.0,1694.6,0.10503953735394785
Manhattan,2014 / 07,5203.6,631.2,1042.1,1673.3,6876.900000000001,0.24332184559903441
Brooklyn,2014 / 07,4484.3,411.4,464.0,875.4,5359.7,0.16333003712894378
Bronx,2014 / 07,4486.0,232.5,209.9,442.4,4928.4,0.08976544111679247
Brooklyn,2014 / 07,4234.2,259.8,276.3,536.1,4770.3,0.11238286900194956
Brooklyn,2014 / 07,3226.1,179.0,224.6,403.6,3629.7,0.11119376256990937
Brooklyn,2014 / 07,5075.5,291.2,417.7,708.9,5784.4,0.1225537652997718
Brooklyn,2014 / 08,3025.2,180.8,224.6,405.4,3430.6,0.11817174838220719
Brooklyn,2014 / 08,4697.9,285.4,398.6,684.0,5381.9,0.1270926624426318
Bronx,2014 / 08,2445.8,300.3,311.9,612.2,3058.0,0.20019620667102683
Brooklyn,2014 / 08,2205.2,152.2,158.2,310.4,2515.6,0.1233900461122595
Bronx,2014 / 08,4118.3,227.8,195.9,423.70000000000005,4542.0,0.09328489652135624
Staten Island,2014 / 08,4145.2,456.4,524.8,981.1999999999999,5126.4,0.19140137328339576
Bronx,2014 / 08,2106.3,127.9,101.7,229.60000000000002,2335.9,0.09829187893317351
Bronx,2014 / 09,1916.4,109.4,108.1,217.5,2133.9,0.10192605089273162
Staten Island,2014 / 09,4262.4,454.0,540.4,994.4,5256.799999999999,0.1891645107289606
Bronx,2014 / 09,2493.2,286.4,312.8,599.2,3092.3999999999996,0.1937653602380029
Brooklyn,2014 / 09,3158.9,238.7,195.8,434.5,3593.4,0.1209161240051205
Brooklyn,2014 / 09,2197.9,150.8,160.0,310.8,2508.7000000000003,0.1238888667437318
Manhattan,2014 / 09,2517.1,195.7,263.1,458.8,2975.9,0.15417184717228402
Bronx,2014 / 09,2131.2,143.5,114.9,258.4,2389.6,0.10813525276196853
Brooklyn,2014 / 09,5020.2,299.8,467.9,767.7,5787.9,0.13263878090499145
Queens,2014 / 09,4040.0,385.6,427.7,813.3,4853.3,0.16757670038942574
Manhattan,2014 / 09,5051.3,409.0,435.9,844.9,5896.2,0.1432956819646552
Bronx,2014 / 09,2386.9,291.6,342.7,634.3,3021.2,0.2099496888653515
Bronx,2014 / 10,3735.4,426.2,357.6,783.8,4519.2,0.1734377765976279
Queens,2014 / 10,6679.7,569.1,854.2,1423.3000000000002,8103.0,0.17565099345921267
Bronx,2014 / 10,2407.9,285.5,337.8,623.3,3031.2,0.2056281340723146
Queens,2014 / 10,2853.2,293.3,445.4,738.7,3591.8999999999996,0.2056571730838832
Manhattan,2014 / 10,2393.8,382.5,506.0,888.5,3282.3,0.2706943301952899
Queens,2014 / 11,4369.9,316.5,327.5,644.0,5013.9,0.12844292865832985
Brooklyn,2014 / 11,5900.3,322.1,646.1,968.2,6868.5,0.14096236441726723
Manhattan,2014 / 11,2017.9,278.4,437.7,716.0999999999999,2734.0,0.26192392099487927
Manhattan,2014 / 11,2655.3,162.1,208.5,370.6,3025.9,0.1224759575663439
Manhattan,2014 / 11,1293.3,192.4,331.2,523.6,1816.9,0.28818316913423964
Queens,2014 / 11,3506.8,316.4,357.4,673.8,4180.6,0.1611730373630579
Bronx,2014 / 11,3238.5,235.0,193.7,428.7,3667.2,0.1169011780104712
Manhattan,2014 / 11,2344.4,202.6,257.8,460.4,2804.8,0.16414717626925268
Queens,2014 / 12,6864.1,677.6,592.9,1270.5,8134.6,0.1561846925478819
Brooklyn,2014 / 12,5686.5,529.3,737.7,1267.0,6953.5,0.1822103976414755
Manhattan,2014 / 12,2163.1,347.4,532.0,879.4,3042.5,0.28903861955628596
Queens,2014 / 12,5072.0,410.7,450.3,861.0,5933.0,0.14512051238833643
Queens,2014 / 12,5081.1,657.6,849.6,1507.2,6588.3,0.22876918173125085
Manhattan,2014 / 12,2392.4,356.7,484.6,841.3,3233.7,0.26016637288554906
Queens,2014 / 12,3006.8,333.2,488.1,821.3,3828.1000000000004,0.21454507458007885
Brooklyn,2014 / 12,2159.4,165.9,210.4,376.3,2535.7000000000003,0.14840083606104823
Manhattan,2015 / 01,4617.8,487.9,460.1,948.0,5565.8,0.17032591900535413
Brooklyn,2015 / 01,4333.9,276.3,381.3,657.6,4991.5,0.13174396474005812
Queens,2015 / 01,5272.5,552.6,399.7,952.3,6224.8,0.15298483485413183
Brooklyn,2015 / 01,3860.6,350.4,504.2,854.5999999999999,4715.2,0.18124363759755682
Staten Island,2015 / 01,4127.4,534.1,592.8,1126.9,5254.299999999999,0.21447195630245708
Brooklyn,2015 / 01,3480.3,215.0,222.5,437.5,3917.8,0.11166981469191893
Brooklyn,2015 / 01,4463.9,433.6,510.4,944.0,5407.9,0.1745594408180625
Queens,2015 / 01,2509.6,281.4,376.7,658.0999999999999,3167.7,0.20775325946270162
Brooklyn,2015 / 01,3011.8,306.6,362.4,669.0,3680.8,0.18175396652901543
Staten Island,2015 / 02,3770.8,554.2,710.4,1264.6,5035.4,0.2511419152401001
Queens,2015 / 02,4835.3,577.6,753.7,1331.3000000000002,6166.6,0.21588882041968022
Bronx,2015 / 02,2638.1,393.8,278.6,672.4000000000001,3310.5,0.20311131249056036
Bronx,2015 / 02,1703.9,146.1,111.7,257.8,1961.7,0.1314166284345211
Manhattan,2015 / 03,5244.5,686.7,1090.6,1777.3,7021.8,0.2531117377310661
Brooklyn,2015 / 03,5499.4,390.9,516.9,907.8,6407.2,0.14168435510051192
Brooklyn,2015 / 03,2693.8,235.4,263.4,498.79999999999995,3192.6000000000004,0.15623629643550707
Bronx,2015 / 03,3426.3,265.0,200.6,465.6,3891.9,0.11963308409774147
Bronx,2015 / 03,2242.5,312.1,327.4,639.5,2882.0,0.2218945176960444
Brooklyn,2015 / 03,3149.6,352.9,420.7,773.5999999999999,3923.2,0.19718597063621532
Queens,2015 / 03,4018.9,286.8,316.9,603.7,4622.6,0.13059749924285036
Brooklyn,2015 / 03,2075.9,155.2,167.2,322.4,2398.3,0.13442855355877079
Brooklyn,2015 / 03,1889.7,99.4,90.8,190.2,2079.9,0.09144670416846963
Queens,2015 / 04,5310.3,617.1,518.4,1135.5,6445.8,0.17616122126035558
Manhattan,2015 / 04,5294.1,749.4,1191.9,1941.3000000000002,7235.400000000001,0.2683058296707853
Staten Island,2015 / 04,5953.2,622.1,791.7,1413.8000000000002,7367.0,0.19190986833174972
Brooklyn,2015 / 04,2557.0,218.6,238.2,456.79999999999995,3013.8,0.15156944720950294
Brooklyn,2015 / 04,3240.7,367.1,524.4,891.5,4132.2,0.2157446396592614
Bronx,2015 / 04,2509.9,313.9,308.3,622.2,3132.1000000000004,0.19865266115385843
Bronx,2015 / 04,3723.1,439.0,353.4,792.4,4515.5,0.1754844424759163
Manhattan,2015 / 05,2496.7,255.7,298.9,554.5999999999999,3051.2999999999997,0.1817585946973421
Queens,2015 / 05,7163.0,648.2,462.1,1110.3000000000002,8273.3,0.13420279694922224
Brooklyn,2015 / 05,4425.7,345.1,295.2,640.3,5066.0,0.12639163047769442
Bronx,2015 / 05,2088.1,136.8,102.4,239.20000000000002,2327.2999999999997,0.10278004554634128
Brooklyn,2015 / 05,5051.4,424.4,588.8,1013.1999999999999,6064.599999999999,0.16706790225241566
Brooklyn,2015 / 05,5098.5,376.9,466.6,843.5,5942.0,0.14195557051497812
Brooklyn,2015 / 06,5323.8,342.4,527.8,870.1999999999999,6194.0,0.14049079754601226
Bronx,2015 / 06,2000.5,130.8,129.6,260.4,2260.9,0.11517537263921446
Brooklyn,2015 / 06,3018.2,266.3,299.2,565.5,3583.7,0.15779780673605492
Queens,2015 / 06,3019.7,313.3,449.6,762.9000000000001,3782.6,0.20168667054407025
Queens,2015 / 06,7689.7,726.9,551.6,1278.5,8968.2,0.1425592649584086
Queens,2015 / 06,4392.1,435.9,450.1,886.0,5278.1,0.16786343570603057
Queens,2015 / 06,3439.0,419.1,585.6,1004.7,4443.7,0.22609537097463828
Manhattan,2015 / 06,2441.9,168.7,210.7,379.4,2821.3,0.1344770141424166
Bronx,2015 / 06,4102.9,279.2,200.7,479.9,4582.799999999999,0.10471763987082135
Bronx,2015 / 06,2259.1,156.5,128.6,285.1,2544.2,0.11205880040877292
Brooklyn,2015 / 07,5247.2,336.5,559.3,895.8,6143.0,0.14582451570893698
Brooklyn,2015 / 07,3116.2,221.3,233.3,454.6,3570.7999999999997,0.12731040663156717
Bronx,2015 / 07,3523.1,276.8,197.2,474.0,3997.1,0.11858597483175302
Queens,2015 / 07,3680.2,226.2,247.8,474.0,4154.2,0.11410139136295798
Queens,2015 / 07,3971.9,368.8,497.4,866.2,4838.1,0.17903722535706165
Staten Island,2015 / 07,5404.2,636.0,631.1,1267.1,6671.299999999999,0.1899329965673857
Brooklyn,2015 / 07,2309.5,186.1,185.7,371.79999999999995,2681.3,0.13866408085630103
Bronx,2015 / 07,3729.5,346.5,273.3,619.8,4349.3,0.14250569057089646
Brooklyn,2015 / 08,5530.6,508.4,550.8,1059.1999999999998,6589.8,0.16073325442350295
Manhattan,2015 / 08,2773.8,199.9,214.0,413.9,3187.7000000000003,0.12984283339084604
Bronx,2015 / 08,1465.9,105.5,77.1,182.6,1648.5,0.11076736427054898
Brooklyn,2015 / 09,6592.8,398.1,751.3,1149.4,7742.200000000001,0.1484590943142776
Queens,2015 / 09,2961.7,328.8,415.1,743.9000000000001,3705.6,0.20075021588946462
Manhattan,2015 / 09,2869.7,223.4,269.5,492.9,3362.6,0.14658300124903348
Brooklyn,2015 / 09,2144.6,178.0,180.1,358.1,2502.7,0.14308546769488953
Bronx,2015 / 09,1894.8,120.4,114.8,235.2,2130.0,0.1104225352112676
Queens,2015 / 09,4271.7,321.3,345.4,666.7,4938.4,0.1350032399157622
Bronx,2015 / 09,2311.1,326.1,347.0,673.1,2984.2,0.22555458749413582
Bronx,2015 / 09,1808.7,159.2,127.6,286.79999999999995,2095.5,0.13686471009305654
Brooklyn,2015 / 10,3930.8,267.9,295.3,563.2,4494.0,0.12532265242545618
Bronx,2015 / 10,3085.2,286.7,308.3,595.0,3680.2,0.1616759958697897
Manhattan,2015 / 10,5645.4,804.3,1337.2,2141.5,7786.9,0.2750131631329541
Manhattan,2015 / 10,1363.0,159.2,290.9,450.09999999999997,1813.1,0.24824885555126577
Queens,2015 / 10,3571.0,381.9,395.8,777.7,4348.7,0.17883505415411505
Manhattan,2015 / 10,4892.0,502.9,483.3,986.2,5878.2,0.1677724473478276
Bronx,2015 / 10,2501.5,342.2,357.8,700.0,3201.5,0.21864750898016555
Brooklyn,2015 / 10,5021.2,487.9,643.7,1131.6,6152.799999999999,0.18391626576518008
Manhattan,2015 / 10,2989.9,444.0,653.6,1097.6,4087.5,0.268525993883792
Bronx,2015 / 10,1445.0,139.4,92.4,231.8,1676.8,0.1382395038167939
Queens,2015 / 11,3802.2,312.9,446.2,759.0999999999999,4561.299999999999,0.16642185341898144
Brooklyn,2015 / 11,2620.2,219.6,246.4,466.0,3086.2,0.15099475082625885
Queens,2020 / 06,3693.3,592.0,533.5,1125.5,4818.8,0.2335643728729144
Brooklyn,2015 / 12,3416.3,425.6,515.5,941.1,4357.400000000001,0.21597741772616696
Queens,2015 / 12,3792.8,387.6,614.0,1001.6,4794.400000000001,0.20891039546137158
Bronx,2015 / 12,3610.4,311.4,241.4,552.8,4163.2,0.13278247501921597
Staten Island,2015 / 12,5189.4,633.9,809.4,1443.3,6632.7,0.2176036908046497
Queens,2015 / 12,4935.8,745.3,900.1,1645.4,6581.200000000001,0.2500151947973014
Brooklyn,2015 / 12,2083.1,187.8,207.2,395.0,2478.1,0.159396311690408
Manhattan,2015 / 12,2512.6,254.8,292.2,547.0,3059.6,0.17878154007059746
Queens,2016 / 01,3092.3,297.3,404.9,702.2,3794.5,0.1850573198049809
Staten Island,2016 / 01,4643.1,558.9,637.8,1196.6999999999998,5839.8,0.20492140141785675
Manhattan,2016 / 01,2123.0,368.0,443.1,811.1,2934.1,0.2764391125046863
Brooklyn,2016 / 01,3776.0,251.8,176.1,427.9,4203.9,0.10178643640429126
Queens,2016 / 01,2751.2,366.4,346.9,713.3,3464.5,0.2058882955693462
Brooklyn,2016 / 02,2930.9,447.5,572.1,1019.6,3950.5,0.25809391216301736
Brooklyn,2016 / 02,3593.2,314.6,343.8,658.4000000000001,4251.6,0.1548593470693386
Queens,2016 / 02,3952.6,670.8,524.8,1195.6,5148.2,0.23223650984810223
Bronx,2016 / 02,2622.2,308.5,311.9,620.4,3242.6,0.1913279467094307
Manhattan,2016 / 02,2521.4,238.2,251.6,489.79999999999995,3011.2,0.16265940488841657
Brooklyn,2016 / 02,4196.5,375.5,522.7,898.2,5094.7,0.1763008616797849
Brooklyn,2016 / 03,5185.5,511.7,589.1,1100.8,6286.3,0.17511095557004913
Queens,2016 / 03,2912.9,346.3,409.5,755.8,3668.7,0.2060130291383869
Brooklyn,2016 / 03,2025.2,186.5,177.8,364.3,2389.5,0.15245867336262817
Brooklyn,2016 / 03,2573.6,255.2,266.9,522.0999999999999,3095.7,0.16865329327777237
Staten Island,2016 / 03,5380.2,678.0,790.9,1468.9,6849.1,0.21446613423661504
Brooklyn,2016 / 03,4498.1,454.1,609.9,1064.0,5562.1,0.19129465489653188
Queens,2016 / 03,6315.5,656.1,784.1,1440.2,7755.7,0.18569568188558094
Brooklyn,2016 / 03,2386.1,350.9,464.9,815.8,3201.8999999999996,0.2547862206814704
Bronx,2016 / 03,3669.4,483.5,365.2,848.7,4518.1,0.18784444788738627
Manhattan,2016 / 04,1307.4,236.4,386.0,622.4,1929.8000000000002,0.32252046844232557
Queens,2016 / 04,3836.2,559.7,540.7,1100.4,4936.6,0.22290645383462301
Brooklyn,2016 / 04,2392.2,338.3,442.0,780.3,3172.5,0.24595744680851062
Queens,2016 / 04,4566.6,669.3,626.6,1295.9,5862.5,0.2210490405117271
Manhattan,2016 / 04,1285.3,161.1,257.1,418.20000000000005,1703.5,0.24549457000293515
Brooklyn,2016 / 04,1955.4,408.0,549.3,957.3,2912.7,0.32866412606859613
Queens,2016 / 04,4620.7,416.0,371.7,787.7,5408.4,0.14564381332741663
Brooklyn,2016 / 04,1986.1,193.7,171.5,365.2,2351.2999999999997,0.1553183345383405
Queens,2016 / 04,2717.5,330.4,422.1,752.5,3470.0,0.21685878962536023
Brooklyn,2016 / 04,4093.0,369.0,295.1,664.1,4757.1,0.13960185827499946
Bronx,2016 / 04,2006.6,162.6,111.0,273.6,2280.2,0.11998947460749058
Brooklyn,2016 / 04,2823.4,290.0,203.2,493.2,3316.6,0.14870650666345053
Manhattan,2016 / 04,2660.9,234.3,245.2,479.5,3140.4,0.1526875557253853
Bronx,2016 / 04,1404.9,135.2,89.0,224.2,1629.1000000000001,0.1376219998772328
